#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string
#group,false,false,true,true,false,false,false,false,false,false,false,false
#default,_result,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,name,path,pid,tid
,,0,2023-05-13T14:17:14.589010872Z,2023-06-12T14:17:14.589010872Z,2023-06-08T01:10:01.624821808Z,CREATE,file_event,qualimap (DA145) (2711),qualimap (DA145) (2711),/home/nilsd/nextflow/build/work/97/95959eea51a5ccd9349553af3568e5/.command.trace,1443822,2711
,,0,2023-05-13T14:17:14.589010872Z,2023-06-12T14:17:14.589010872Z,2023-06-08T01:10:02.068865645Z,CREATE,file_event,qualimap (DA145) (2711),qualimap (DA145) (2711),/home/nilsd/nextflow/build/work/97/95959eea51a5ccd9349553af3568e5/DA145_rmdup_stats,1443822,2711
,,0,2023-05-13T14:17:14.589010872Z,2023-06-12T14:17:14.589010872Z,2023-06-08T01:12:27.058234614Z,CREATE,file_event,qualimap (DA145) (2711),qualimap (DA145) (2711),/home/nilsd/nextflow/build/work/97/95959eea51a5ccd9349553af3568e5/DA145_rmdup_stats/genome_results.txt,1443822,2711
,,0,2023-05-13T14:17:14.589010872Z,2023-06-12T14:17:14.589010872Z,2023-06-08T01:12:27.512203402Z,CREATE,file_event,qualimap (DA145) (2711),qualimap (DA145) (2711),/home/nilsd/nextflow/build/work/97/95959eea51a5ccd9349553af3568e5/DA145_rmdup_stats/qualimapReport.html,1443822,2711
,,0,2023-05-13T14:17:14.589010872Z,2023-06-12T14:17:14.589010872Z,2023-06-08T01:12:27.880362641Z,CREATE,file_event,qualimap (DA145) (2711),qualimap (DA145) (2711),/home/nilsd/nextflow/build/work/97/95959eea51a5ccd9349553af3568e5/DA145_rmdup_stats/images_qualimapReport,1443822,2711
,,0,2023-05-13T14:17:14.589010872Z,2023-06-12T14:17:14.589010872Z,2023-06-08T01:12:27.901821894Z,CREATE,file_event,qualimap (DA145) (2711),qualimap (DA145) (2711),/home/nilsd/nextflow/build/work/97/95959eea51a5ccd9349553af3568e5/DA145_rmdup_stats/images_qualimapReport/genome_coverage_across_reference.png,1443822,2711
,,0,2023-05-13T14:17:14.589010872Z,2023-06-12T14:17:14.589010872Z,2023-06-08T01:12:28.339429329Z,CREATE,file_event,qualimap (DA145) (2711),qualimap (DA145) (2711),/home/nilsd/nextflow/build/work/97/95959eea51a5ccd9349553af3568e5/DA145_rmdup_stats/images_qualimapReport/genome_coverage_histogram.png,1443822,2711
,,0,2023-05-13T14:17:14.589010872Z,2023-06-12T14:17:14.589010872Z,2023-06-08T01:12:28.638261537Z,CREATE,file_event,qualimap (DA145) (2711),qualimap (DA145) (2711),/home/nilsd/nextflow/build/work/97/95959eea51a5ccd9349553af3568e5/DA145_rmdup_stats/images_qualimapReport/genome_coverage_0to50_histogram.png,1443822,2711
,,0,2023-05-13T14:17:14.589010872Z,2023-06-12T14:17:14.589010872Z,2023-06-08T01:12:28.83024292Z,CREATE,file_event,qualimap (DA145) (2711),qualimap (DA145) (2711),/home/nilsd/nextflow/build/work/97/95959eea51a5ccd9349553af3568e5/DA145_rmdup_stats/images_qualimapReport/genome_coverage_quotes.png,1443822,2711
,,0,2023-05-13T14:17:14.589010872Z,2023-06-12T14:17:14.589010872Z,2023-06-08T01:12:28.982463517Z,CREATE,file_event,qualimap (DA145) (2711),qualimap (DA145) (2711),/home/nilsd/nextflow/build/work/97/95959eea51a5ccd9349553af3568e5/DA145_rmdup_stats/images_qualimapReport/genome_uniq_read_starts_histogram.png,1443822,2711
